price,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
2399,small car,manual,68,forfour,150000,diesel,smart,,14.67
3500,kombi,automatic,177,vectra,150000,diesel,opel,no,16.17
1100,limousine,manual,80,stilo,150000,petrol,fiat,no,18.25
3990,limousine,automatic,102,e_klasse,40000,diesel,mercedes_benz,no,21.75
2900,suv,manual,111,freelander,150000,diesel,land_rover,no,17.83
1750,kombi,manual,163,5er,150000,diesel,bmw,yes,18.5
13500,bus,manual,193,b_klasse,60000,petrol,mercedes_benz,no,10.42
2499,kombi,manual,107,laguna,150000,diesel,renault,no,18.17
5500,kombi,manual,102,octavia,150000,petrol,skoda,no,15.42
4000,coupe,manual,116,3er,150000,petrol,bmw,no,15.08
3850,limousine,manual,116,3er,150000,petrol,bmw,no,18.92
2650,kombi,manual,116,3er,150000,petrol,bmw,no,22.17
9350,kombi,manual,131,megane,80000,diesel,renault,no,9.67
8490,suv,automatic,224,touareg,150000,diesel,volkswagen,no,16
14000,,automatic,224,,150000,,mercedes_benz,,3.83
2200,small car,manual,68,fiesta,150000,diesel,ford,no,15.83
2500,limousine,manual,105,3er,150000,petrol,bmw,no,19.42
1200,limousine,manual,75,escort,150000,petrol,ford,no,23.08
2700,kombi,manual,101,focus,150000,diesel,ford,no,16.58
13490,limousine,automatic,140,golf,100000,diesel,volkswagen,no,8.08
1199,kombi,manual,90,passat,150000,diesel,volkswagen,,22.17
9500,limousine,manual,122,1er,125000,petrol,bmw,no,11.75
1650,cabrio,automatic,41,fortwo,100000,diesel,smart,no,19.67
10400,bus,manual,109,kangoo,80000,diesel,renault,no,8.33
2780,bus,,115,touran,150000,petrol,volkswagen,,17
1800,bus,manual,75,andere,125000,petrol,mazda,no,18
54990,coupe,automatic,450,andere,20000,petrol,audi,no,8.25
1699,small car,manual,88,2_reihe,150000,petrol,peugeot,no,16.92
2700,limousine,manual,101,aveo,150000,lpg,chevrolet,no,12.75
550,limousine,automatic,75,fiesta,150000,petrol,ford,no,23.08
8000,suv,manual,174,andere,150000,diesel,nissan,,15
1250,kombi,manual,131,mondeo,150000,diesel,ford,yes,14.17
55555,kombi,automatic,367,andere,20000,petrol,audi,no,5.5
5200,bus,manual,95,kangoo,125000,petrol,renault,no,14.08
17149,,manual,170,golf,50000,diesel,volkswagen,,3.67
1119,limousine,manual,90,,150000,petrol,volkswagen,yes,24
3400,limousine,manual,105,,150000,petrol,opel,no,14.17
300,limousine,manual,154,andere,150000,petrol,saab,yes,23
42900,bus,manual,140,transporter,10000,diesel,volkswagen,no,5.75
24990,limousine,automatic,350,a8,125000,,audi,no,13
3100,small car,manual,60,c3,100000,petrol,citroen,no,14.25
1100,limousine,manual,90,andere,90000,petrol,volkswagen,no,24.58
900,bus,manual,69,punto,150000,diesel,fiat,no,14.67
2700,limousine,manual,102,beetle,150000,,volkswagen,no,20
590,limousine,manual,60,golf,150000,petrol,volkswagen,no,26.08
450,kombi,manual,60,polo,150000,petrol,volkswagen,no,23.58
250,kombi,manual,114,focus,150000,petrol,ford,no,20.42
10000,suv,automatic,154,andere,150000,petrol,chevrolet,no,42.83
14999,kombi,manual,170,a6,150000,diesel,audi,no,10.25
3800,bus,manual,102,touran,150000,petrol,volkswagen,no,16.42
1000,limousine,automatic,252,andere,90000,petrol,chrysler,no,19.58
2399,limousine,manual,125,vectra,150000,diesel,opel,no,16.5
19980,kombi,automatic,204,a6,150000,diesel,audi,no,10
1000,limousine,manual,55,cordoba,150000,petrol,seat,no,21
1999,limousine,manual,155,andere,150000,petrol,alfa_romeo,no,21.17
6300,kombi,manual,136,v50,20000,diesel,volvo,no,14.33
1950,coupe,manual,170,3er,150000,petrol,bmw,no,24.08
1499,kombi,,75,golf,150000,petrol,volkswagen,no,22.42
1450,limousine,manual,75,golf,150000,petrol,volkswagen,no,21.5
3400,bus,manual,57,transporter,150000,diesel,volkswagen,no,30.75
750,limousine,manual,116,omega,150000,petrol,opel,no,25.25
950,limousine,automatic,122,andere,150000,petrol,mercedes_benz,no,28.42
4400,small car,automatic,71,fortwo,90000,petrol,smart,no,9.25
1500,small car,manual,58,twingo,150000,petrol,renault,no,22.67
4000,bus,,84,transporter,150000,,volkswagen,,16
1699,small car,manual,50,arosa,150000,petrol,seat,no,19.17
7600,kombi,automatic,231,5er,150000,diesel,bmw,no,14.33
2000,others,manual,91,andere,150000,diesel,mercedes_benz,yes,18
3500,small car,manual,75,yaris,150000,diesel,toyota,no,16.75
1100,small car,manual,75,clio,150000,petrol,renault,,21.83
5200,bus,manual,136,touran,150000,diesel,volkswagen,no,16.08
7950,cabrio,manual,95,500,150000,diesel,fiat,no,10.25
2900,kombi,manual,113,3er,150000,petrol,bmw,no,27.83
65000,cabrio,automatic,385,911,60000,petrol,porsche,no,10.83
2000,bus,manual,109,focus,150000,diesel,ford,no,16.33
3800,small car,manual,68,andere,20000,petrol,nissan,yes,8.5
26900,coupe,automatic,211,tt,30000,petrol,audi,no,6.58
4650,bus,automatic,105,touran,150000,diesel,volkswagen,no,14.83
10800,cabrio,manual,170,cooper,80000,petrol,mini,no,14.25
1100,small car,manual,90,corsa,150000,petrol,opel,no,20.17
2500,kombi,manual,90,golf,150000,diesel,volkswagen,no,19.25
5990,limousine,manual,109,c_reihe,125000,diesel,volvo,no,12.67
14000,kombi,automatic,170,superb,150000,diesel,skoda,no,10.42
23500,suv,automatic,239,q5,150000,diesel,audi,no,12.92
1200,limousine,automatic,95,e_klasse,150000,diesel,mercedes_benz,no,24.25
2650,small car,manual,80,,150000,petrol,opel,no,15.17
450,limousine,automatic,80,a_klasse,150000,petrol,mercedes_benz,yes,21.08
700,small car,manual,54,corsa,150000,,opel,yes,22
2350,bus,manual,64,caddy,150000,diesel,volkswagen,no,17.75
1300,kombi,automatic,177,vectra,150000,,opel,,16.83
6650,limousine,automatic,224,e_klasse,150000,,mercedes_benz,no,17.58
7500,bus,manual,143,5_reihe,125000,diesel,mazda,no,14.58
2490,limousine,manual,75,golf,150000,petrol,volkswagen,,19.67
16999,limousine,manual,143,x_reihe,80000,diesel,bmw,no,10.33
1500,small car,manual,45,clio,150000,petrol,renault,yes,29.42
2750,kombi,manual,150,passat,150000,lpg,volkswagen,no,21.92
8900,,automatic,250,300c,150000,petrol,chrysler,,3.67
1999,kombi,manual,141,ptcruiser,150000,petrol,chrysler,no,19.58
3550,cabrio,manual,116,golf,125000,petrol,volkswagen,no,20.83
4800,kombi,automatic,140,zafira,150000,petrol,opel,no,13.58
18500,suv,manual,140,tiguan,125000,diesel,volkswagen,no,8.42
5000,coupe,automatic,224,clk,150000,diesel,mercedes_benz,,14
4950,cabrio,automatic,109,2_reihe,100000,petrol,peugeot,no,14.92
5500,limousine,manual,143,c_klasse,150000,diesel,mercedes_benz,no,16.58
2900,small car,manual,75,colt,150000,petrol,mitsubishi,no,12
5000,limousine,manual,140,a4,150000,diesel,audi,no,15.25
8990,cabrio,automatic,197,clk,100000,petrol,mercedes_benz,no,17.17
33000,coupe,automatic,265,andere,150000,diesel,mercedes_benz,no,9.17
1300,limousine,manual,105,golf,150000,petrol,volkswagen,no,20.25
350,coupe,,160,,5000,petrol,volkswagen,,29
1500,small car,manual,86,getz,150000,petrol,hyundai,no,15.33
998,cabrio,,98,golf,150000,,volkswagen,yes,27
2250,kombi,manual,75,golf,150000,petrol,volkswagen,no,20.75
20900,cabrio,automatic,272,clk,100000,petrol,mercedes_benz,no,11.5
5500,cabrio,manual,116,z_reihe,150000,petrol,bmw,no,23.58
2200,limousine,manual,101,passat,150000,petrol,volkswagen,no,19.08
1500,coupe,manual,102,3er,150000,petrol,bmw,no,22.25
7100,kombi,automatic,179,a6,150000,diesel,audi,no,15.83
7000,coupe,manual,140,golf,150000,diesel,volkswagen,,16.83
6250,small car,manual,131,polo,150000,diesel,volkswagen,no,14.5
600,small car,manual,75,agila,150000,petrol,opel,yes,19.08
8730,kombi,manual,163,a4,125000,petrol,audi,,15
3999,others,manual,103,navara,150000,diesel,nissan,no,21.42
899,limousine,manual,101,vectra,125000,petrol,opel,no,24.25
1990,small car,manual,60,getz,80000,lpg,hyundai,no,12.58
2450,small car,manual,150,golf,150000,petrol,volkswagen,,20.42
7250,coupe,manual,170,3er,150000,petrol,bmw,no,17.83
700,suv,automatic,150,andere,150000,diesel,hyundai,yes,17.25
16990,coupe,manual,140,scirocco,80000,diesel,volkswagen,no,8.42
15999,cabrio,manual,175,cooper,50000,petrol,mini,no,11.58
9000,suv,manual,136,rav,125000,diesel,toyota,no,13.58
950,limousine,manual,54,andere,125000,petrol,hyundai,no,21
450,limousine,manual,75,almera,150000,petrol,nissan,,23.42
7450,bus,manual,109,transporter,150000,diesel,volkswagen,no,13.25
5150,kombi,automatic,131,passat,150000,diesel,volkswagen,,15.58
1450,limousine,manual,101,astra,150000,petrol,opel,no,19.67
790,limousine,automatic,125,a4,150000,lpg,audi,no,25.17
1090,small car,manual,75,micra,150000,petrol,nissan,no,23
6800,kombi,automatic,163,e_klasse,150000,petrol,mercedes_benz,no,16.25
300,small car,manual,60,golf,150000,petrol,volkswagen,,26
4500,,manual,90,golf,150000,diesel,volkswagen,no,3.75
4600,,manual,103,golf,90000,petrol,volkswagen,no,4
499,limousine,manual,75,,150000,,opel,no,27.17
1450,small car,manual,58,corsa,150000,petrol,opel,no,20.75
150,small car,manual,60,andere,150000,petrol,suzuki,yes,16.67
44499,bus,automatic,170,transporter,20000,diesel,volkswagen,,5.17
4500,limousine,manual,150,e_klasse,150000,diesel,mercedes_benz,no,18.75
5100,kombi,manual,140,octavia,150000,diesel,skoda,no,12.25
13500,cabrio,manual,120,spider,125000,petrol,alfa_romeo,no,28.08
23250,suv,manual,110,tiguan,20000,diesel,volkswagen,no,6.83
8900,kombi,manual,140,6_reihe,150000,diesel,mazda,no,11.5
4000,bus,manual,116,galaxy,150000,diesel,ford,no,19.92
1500,limousine,manual,105,astra,150000,,opel,no,21.33
4800,bus,automatic,105,,150000,diesel,volkswagen,no,17.92
6500,limousine,manual,163,3er,150000,diesel,bmw,no,9.17
2590,kombi,automatic,122,c_klasse,150000,petrol,mercedes_benz,no,21.92
550,kombi,manual,90,golf,150000,diesel,volkswagen,,24
690,coupe,manual,86,andere,150000,petrol,suzuki,no,21.25
799,limousine,manual,115,a6,150000,,audi,no,27
2450,suv,manual,116,andere,150000,diesel,opel,no,20.75
1490,limousine,manual,193,c_klasse,150000,petrol,mercedes_benz,no,24.5
22900,cabrio,manual,184,slk,40000,petrol,mercedes_benz,no,10.42
3999,kombi,manual,140,passat,150000,diesel,volkswagen,no,12.58
7999,limousine,manual,95,a_klasse,90000,petrol,mercedes_benz,no,10.5
2300,limousine,manual,105,3er,150000,petrol,bmw,no,21.42
1500,small car,manual,64,polo,100000,petrol,volkswagen,yes,19
900,,manual,125,passat,150000,petrol,volkswagen,,4.33
5500,coupe,automatic,206,andere,150000,petrol,chevrolet,,35.92
1999,kombi,automatic,109,1_reihe,70000,petrol,peugeot,yes,14.58
1200,bus,manual,97,andere,125000,petrol,nissan,no,24.5
6990,bus,manual,204,sharan,90000,petrol,volkswagen,no,17.67
27000,cabrio,automatic,211,tt,50000,petrol,audi,no,10.58
900,,,58,twingo,150000,petrol,renault,no,2.33
2200,limousine,manual,110,megane,150000,diesel,renault,,14.5
1700,bus,manual,116,voyager,150000,diesel,chrysler,,24.58
2500,kombi,manual,109,focus,150000,diesel,ford,yes,15
29999,coupe,manual,320,911,125000,,porsche,no,19.75
1099,small car,manual,90,corsa,150000,,opel,no,23
8000,kombi,manual,80,caddy,70000,petrol,volkswagen,no,12.58
1950,small car,manual,109,2_reihe,150000,,peugeot,,19.58
47500,cabrio,manual,325,911,150000,petrol,porsche,no,14
2000,kombi,manual,163,c_klasse,150000,petrol,mercedes_benz,,20
10950,bus,manual,142,s_max,60000,petrol,ford,no,14.75
4250,limousine,manual,131,passat,150000,diesel,volkswagen,no,16.25
3300,cabrio,manual,120,2_reihe,90000,petrol,peugeot,yes,13.42
2799,kombi,automatic,116,mondeo,150000,diesel,ford,no,16.42
15900,kombi,manual,170,c_klasse,150000,diesel,mercedes_benz,no,11.67
1000,small car,manual,58,clio,125000,petrol,renault,,20.17
1270,limousine,manual,129,5er,150000,petrol,bmw,no,31.75
1900,kombi,manual,64,caddy,150000,diesel,volkswagen,no,23.42
25500,coupe,automatic,177,scirocco,30000,diesel,volkswagen,no,7.83
580,limousine,manual,71,astra,150000,petrol,opel,no,23.75
1390,small car,manual,60,2_reihe,150000,petrol,peugeot,no,16.33
6500,small car,manual,69,ibiza,60000,petrol,seat,no,8.33
20500,limousine,manual,125,passat,30000,petrol,volkswagen,no,5.17
19950,bus,automatic,140,alhambra,80000,diesel,seat,no,8.5
21900,suv,manual,141,q5,100000,diesel,audi,no,8.33
28900,kombi,manual,150,a4,20000,diesel,audi,no,6.5
500,small car,manual,60,fiesta,90000,petrol,ford,no,24.42
99000,coupe,,75,andere,5000,,porsche,no,57.5
800,kombi,manual,125,mondeo,150000,petrol,ford,yes,17.5
3300,limousine,manual,140,passat,150000,diesel,volkswagen,,12.5
24360,kombi,manual,150,a4,60000,diesel,audi,no,6.08
2700,limousine,manual,80,astra,150000,diesel,opel,no,16.67
1800,coupe,automatic,240,andere,150000,petrol,subaru,no,30.58
500,small car,manual,54,twingo,150000,petrol,renault,no,23.25
999,small car,manual,110,a3,150000,petrol,audi,,23.42
3900,limousine,manual,116,beetle,70000,petrol,volkswagen,no,21.5
40990,coupe,manual,340,1er,30000,petrol,bmw,no,9.5
10700,bus,manual,95,meriva,60000,diesel,opel,no,10.75
3200,limousine,manual,110,civic,150000,petrol,honda,no,18.83
5290,kombi,manual,163,v70,150000,diesel,volvo,no,17.83
2200,bus,manual,110,andere,150000,,volkswagen,no,28.58
400,,manual,75,astra,150000,petrol,opel,,4.42
2500,kombi,manual,170,3er,150000,petrol,bmw,no,30.5
700,small car,manual,75,,150000,petrol,volkswagen,,21.25
3750,,manual,105,3_reihe,150000,petrol,mazda,no,3
24500,kombi,manual,265,andere,40000,petrol,audi,no,9.5
6250,others,manual,158,transporter,150000,diesel,volkswagen,no,17.42
650,kombi,manual,72,astra,150000,petrol,opel,yes,24.25
999,limousine,manual,193,3er,150000,petrol,bmw,yes,20.67
5900,bus,manual,105,doblo,125000,diesel,fiat,no,8.08
900,small car,manual,107,3_reihe,150000,,peugeot,no,18.25
1800,kombi,manual,136,c_klasse,150000,petrol,mercedes_benz,no,22.42
1550,kombi,automatic,130,omega,150000,diesel,opel,,20.58
2499,bus,automatic,98,v_klasse,150000,diesel,mercedes_benz,no,24
23000,limousine,manual,150,a3,20000,diesel,audi,no,6.92
17400,cabrio,automatic,218,3er,100000,petrol,bmw,no,13.5
2600,limousine,manual,105,,150000,,bmw,no,19.92
22300,cabrio,manual,105,golf,10000,petrol,volkswagen,no,5.5
3900,small car,manual,69,yaris,125000,petrol,toyota,no,14.75
1111,suv,manual,125,forester,150000,petrol,subaru,no,21
1700,small car,manual,114,almera,90000,petrol,nissan,no,19.42
8200,small car,manual,101,polo,90000,diesel,volkswagen,no,13.25
6450,suv,manual,141,sportage,50000,petrol,kia,no,13.25
2280,kombi,manual,103,astra,150000,petrol,opel,no,16.83
6500,limousine,manual,190,a4,150000,petrol,audi,no,16.42
1400,limousine,manual,101,vectra,90000,petrol,opel,no,22.25
900,kombi,manual,98,laguna,150000,diesel,renault,no,20.08
9800,bus,manual,140,sharan,150000,diesel,volkswagen,no,12.17
2200,limousine,manual,103,astra,150000,petrol,opel,no,16.75
12100,kombi,manual,105,caddy,60000,petrol,volkswagen,no,9.58
1800,kombi,manual,170,3er,150000,lpg,bmw,no,18.42
6000,coupe,manual,190,andere,150000,petrol,volkswagen,no,28.25
10500,coupe,automatic,218,crossfire,90000,petrol,chrysler,no,13.67
16999,coupe,automatic,260,scirocco,80000,petrol,volkswagen,no,10.67
9900,limousine,manual,133,80,80000,petrol,audi,no,28.5
5000,small car,manual,69,yaris,100000,petrol,toyota,no,11.17
6499,small car,manual,84,sandero,80000,petrol,dacia,no,9.58
1999,cabrio,manual,116,astra,150000,petrol,opel,no,20.42
200,limousine,manual,89,,125000,petrol,sonstige_autos,no,23.33
3900,kombi,manual,80,fabia,70000,petrol,skoda,no,14.92
5555,small car,manual,69,polo,150000,petrol,volkswagen,no,10.25
3000,small car,manual,75,corsa,150000,diesel,opel,no,17
7200,limousine,manual,122,golf,150000,,volkswagen,,12
150,kombi,manual,115,focus,150000,petrol,ford,,21.25
999,small car,manual,75,golf,150000,petrol,volkswagen,no,26.58
1500,small car,manual,60,ibiza,150000,petrol,seat,no,22
7999,small car,manual,70,polo,80000,petrol,volkswagen,,9.75
11399,limousine,automatic,360,s_klasse,150000,petrol,mercedes_benz,no,21.67
15999,bus,manual,163,s_max,60000,diesel,ford,no,8.75
20500,small car,manual,143,a1,50000,diesel,audi,no,7.42
7699,bus,manual,90,andere,150000,diesel,renault,,10
10900,bus,automatic,140,scenic,60000,petrol,renault,no,10.42
8900,limousine,manual,260,6_reihe,125000,petrol,mazda,no,16
2700,kombi,automatic,136,3er,150000,diesel,bmw,no,20.92
5500,kombi,manual,110,astra,100000,petrol,opel,no,14.5
600,bus,automatic,174,galaxy,150000,lpg,ford,yes,23.33
3199,kombi,automatic,116,passat,150000,petrol,volkswagen,no,20
1299,kombi,manual,113,megane,150000,petrol,renault,no,15.33
2400,kombi,manual,150,3er,150000,petrol,bmw,no,22.58
15000,cabrio,manual,87,spider,80000,petrol,alfa_romeo,no,46.33
1199,kombi,manual,101,fabia,150000,petrol,skoda,,18.83
1850,limousine,automatic,150,c_klasse,150000,petrol,mercedes_benz,no,26.17
3800,kombi,manual,116,astra,150000,petrol,opel,no,13.25
11200,coupe,manual,280,andere,125000,petrol,nissan,no,15.25
6390,kombi,manual,179,a6,150000,diesel,audi,yes,15.75
1000,kombi,manual,74,andere,125000,petrol,fiat,,20.25
999,small car,manual,55,twingo,150000,petrol,renault,yes,19.75
6400,bus,manual,90,meriva,70000,petrol,opel,no,10.17
3500,,manual,120,astra,150000,diesel,opel,no,3.42
2500,limousine,manual,105,golf,125000,diesel,volkswagen,,16.58
2999,bus,automatic,145,v_klasse,150000,petrol,mercedes_benz,no,23.08
1200,limousine,manual,101,passat,150000,petrol,volkswagen,,21.67
7500,kombi,automatic,200,a4,125000,petrol,audi,no,15.83
2000,limousine,manual,116,golf,150000,diesel,volkswagen,no,21.75
2490,kombi,manual,90,golf,150000,diesel,volkswagen,no,19.42
1599,suv,manual,113,santa,150000,diesel,hyundai,yes,15.5
2900,kombi,manual,116,,100000,petrol,citroen,,17.58
10500,suv,automatic,209,xc_reihe,150000,petrol,volvo,no,15.5
6800,small car,manual,75,polo,125000,petrol,volkswagen,no,8
700,small car,manual,60,polo,100000,petrol,volkswagen,no,24.08
27000,bus,automatic,177,touran,50000,diesel,volkswagen,no,6.42
13500,limousine,automatic,224,andere,150000,diesel,mercedes_benz,no,14.58
2450,kombi,manual,163,a6,150000,diesel,audi,no,19
9200,cabrio,automatic,71,fortwo,20000,petrol,smart,no,7.5
1000,others,manual,95,,150000,diesel,citroen,,20.92
4300,kombi,automatic,299,a6,150000,petrol,audi,yes,19.75
7800,bus,automatic,170,touran,150000,diesel,volkswagen,no,14.67
1500,bus,manual,97,andere,150000,petrol,nissan,no,21.25
11950,bus,automatic,102,transporter,150000,diesel,volkswagen,no,18.92
8400,coupe,manual,140,scirocco,150000,diesel,volkswagen,no,11.17
24500,kombi,automatic,245,3er,100000,diesel,bmw,no,9.83
3000,small car,manual,75,clio,150000,petrol,renault,no,14.17
2500,bus,manual,116,c_max,150000,diesel,ford,yes,12.5
799,small car,manual,50,fiesta,125000,petrol,ford,no,24
699,small car,manual,45,polo,150000,petrol,volkswagen,no,25.92
11500,kombi,automatic,131,transporter,150000,diesel,volkswagen,yes,14.17
2650,bus,manual,84,transporter,150000,petrol,volkswagen,no,23.17
11450,bus,automatic,140,s_max,150000,diesel,ford,no,12.42
14900,cabrio,manual,50,kaefer,100000,petrol,volkswagen,no,46.25
16890,limousine,automatic,136,s60,90000,diesel,volvo,no,7.5
80000,cabrio,manual,286,911,100000,petrol,porsche,no,22.25
15888,,manual,170,a4,125000,,audi,no,3.92
850,limousine,automatic,160,,100000,petrol,hyundai,no,21.92
7900,kombi,manual,170,c5,150000,diesel,citroen,no,11.08
8900,coupe,manual,90,astra,80000,petrol,opel,no,12.25
999,small car,manual,75,twingo,150000,petrol,renault,no,19.25
1500,limousine,manual,75,astra,150000,petrol,opel,no,22.92
4990,limousine,manual,143,3er,90000,petrol,bmw,no,19
2500,limousine,manual,110,corolla,100000,petrol,toyota,yes,14.17
950,small car,manual,75,clio,150000,petrol,renault,,22
849,small car,manual,60,,150000,petrol,opel,no,23
850,limousine,manual,101,a3,150000,petrol,audi,no,21.5
26900,bus,automatic,180,transporter,125000,diesel,volkswagen,no,9.5
3500,,manual,170,,90000,petrol,ford,no,4.25
8655,kombi,manual,103,clio,150000,diesel,renault,no,11.92
2800,cabrio,manual,192,3er,150000,petrol,bmw,,27
2950,small car,manual,60,c2,70000,petrol,citroen,no,13.75
1950,suv,manual,60,andere,150000,petrol,suzuki,,30.25
18000,cabrio,manual,193,3er,80000,petrol,bmw,no,23
4950,limousine,manual,75,golf,40000,petrol,volkswagen,no,23.58
1100,small car,manual,60,1_reihe,150000,petrol,peugeot,,20.25
2200,kombi,manual,131,mondeo,150000,diesel,ford,no,17.5
5300,limousine,manual,80,golf,150000,petrol,volkswagen,no,12.67
990,small car,manual,60,punto,150000,petrol,fiat,no,18.42
5250,limousine,automatic,143,c_klasse,125000,petrol,mercedes_benz,no,17.92
4500,small car,manual,67,i_reihe,40000,petrol,hyundai,no,10.67
6300,small car,manual,125,swift,80000,petrol,suzuki,no,11.17
980,small car,manual,75,polo,150000,petrol,volkswagen,no,25.25
1100,limousine,manual,75,astra,150000,petrol,opel,yes,21.75
1750,kombi,manual,110,a4,150000,diesel,audi,no,21.67
4300,kombi,automatic,163,a4,150000,diesel,audi,yes,16.58
3999,coupe,manual,158,4_reihe,150000,petrol,peugeot,no,16.25
900,small car,manual,51,polo,150000,,volkswagen,no,23.08
1500,cabrio,manual,90,megane,150000,petrol,renault,no,24
1350,kombi,manual,101,vectra,150000,petrol,opel,,20.33
1400,limousine,manual,110,passat,150000,diesel,volkswagen,no,23.58
13350,kombi,manual,125,focus,50000,petrol,ford,,7.67
5800,limousine,,116,a_klasse,100000,petrol,mercedes_benz,no,14.75
600,small car,manual,46,corsa,150000,petrol,opel,yes,23.25
21400,suv,manual,136,andere,40000,diesel,opel,no,5.5
10900,kombi,automatic,177,3er,150000,diesel,bmw,no,12.83
1799,kombi,manual,136,6_reihe,150000,diesel,mazda,,17
2350,bus,,125,andere,150000,petrol,mercedes_benz,yes,18.5
12200,suv,automatic,286,x_reihe,100000,diesel,bmw,no,13
6600,limousine,manual,200,superb,5000,petrol,skoda,no,18
999,limousine,manual,145,3_reihe,150000,petrol,mazda,yes,25.08
1890,kombi,manual,143,e_klasse,150000,diesel,mercedes_benz,no,21.42
15999,limousine,automatic,170,astra,20000,petrol,opel,,6.17
1650,small car,manual,58,twingo,80000,petrol,renault,no,20.25
1450,kombi,manual,170,5er,150000,,bmw,,22.33
4899,kombi,manual,125,focus,125000,petrol,ford,no,14.75
4480,small car,manual,60,fiesta,40000,petrol,ford,no,13.5
1999,bus,manual,101,zafira,150000,petrol,opel,no,18.58
5555,kombi,manual,163,passat,150000,diesel,volkswagen,no,15.25
550,limousine,manual,101,golf,150000,petrol,volkswagen,,25
350,,manual,103,stilo,150000,petrol,fiat,yes,4.92
3200,cabrio,manual,90,mx_reihe,150000,petrol,mazda,no,23.58
1500,kombi,manual,139,laguna,90000,petrol,renault,no,19.25
9650,limousine,manual,102,a3,125000,petrol,audi,no,11.67
11990,small car,manual,75,one,30000,petrol,mini,no,7.33
4200,small car,manual,69,ka,60000,petrol,ford,,10.67
2600,small car,manual,65,polo,80000,petrol,volkswagen,no,17
3690,kombi,manual,116,octavia,150000,petrol,skoda,yes,14.67
1100,limousine,manual,120,passat,20000,petrol,volkswagen,,20.25
4650,limousine,manual,102,leon,150000,petrol,seat,no,12.42
4800,limousine,manual,140,octavia,150000,diesel,skoda,no,17
1500,kombi,automatic,197,e_klasse,150000,diesel,mercedes_benz,,20.5
4200,bus,automatic,136,c4,150000,diesel,citroen,no,13.17
3350,kombi,manual,131,passat,150000,diesel,volkswagen,,19.5
73900,coupe,automatic,349,911,40000,petrol,porsche,no,8.08
11500,cabrio,automatic,231,sl,150000,petrol,mercedes_benz,no,25.42
4850,limousine,manual,170,3er,150000,petrol,bmw,no,19.67
2450,kombi,manual,101,passat,150000,diesel,volkswagen,no,15.42
1650,kombi,manual,86,focus,150000,diesel,ford,no,18.5
4499,small car,manual,60,polo,60000,petrol,volkswagen,no,19
16900,limousine,automatic,235,s_klasse,150000,diesel,mercedes_benz,no,14.83
4200,bus,automatic,204,galaxy,150000,petrol,ford,no,18.92
6250,limousine,automatic,140,civic,150000,petrol,honda,no,14.42
250,limousine,manual,75,andere,150000,petrol,opel,no,32
6900,limousine,automatic,163,c_klasse,90000,petrol,mercedes_benz,no,17.08
19780,kombi,automatic,500,e_klasse,150000,petrol,mercedes_benz,no,17.75
3500,kombi,manual,82,andere,150000,diesel,nissan,no,17.67
2300,bus,manual,45,,50000,petrol,sonstige_autos,no,27.75
12500,suv,manual,105,yeti,60000,petrol,skoda,no,9.08
2500,limousine,manual,170,5er,150000,petrol,bmw,no,19.08
850,limousine,manual,110,corolla,150000,petrol,toyota,no,21.67
2400,bus,manual,125,zafira,150000,petrol,opel,no,17.25
650,kombi,manual,75,3_reihe,150000,petrol,peugeot,no,21
7250,small car,manual,87,corsa,20000,petrol,opel,yes,6.17
28000,coupe,manual,239,andere,150000,petrol,porsche,no,26.25
14500,limousine,manual,156,c_klasse,50000,petrol,mercedes_benz,no,8.33
1650,limousine,manual,50,a_klasse,125000,diesel,mercedes_benz,yes,17.5
12900,cabrio,manual,140,eos,100000,diesel,volkswagen,no,11.5
1400,cabrio,manual,71,astra,150000,petrol,opel,no,24.5
11850,cabrio,manual,170,1er,150000,petrol,bmw,no,12.33
26500,coupe,automatic,122,andere,50000,petrol,mercedes_benz,no,6.08
650,limousine,manual,54,golf,150000,petrol,volkswagen,no,29.58
2500,limousine,manual,110,corolla,150000,petrol,toyota,no,19
3400,limousine,manual,105,golf,150000,petrol,volkswagen,no,18.83
4999,limousine,automatic,193,5er,150000,diesel,bmw,no,18.83
800,small car,manual,65,corsa,150000,petrol,opel,no,21.58
250,limousine,manual,75,golf,150000,petrol,volkswagen,,25
3500,,,101,ibiza,150000,,seat,no,2.83
5000,limousine,manual,116,3er,125000,petrol,bmw,no,15.25
4000,kombi,,179,a6,150000,diesel,audi,no,17.5
1999,small car,automatic,64,polo,125000,petrol,volkswagen,no,22.92
3500,small car,manual,75,corsa,150000,petrol,opel,no,13.67
350,small car,manual,45,corsa,150000,petrol,opel,no,24.67
2100,cabrio,manual,170,,150000,petrol,bmw,,26.33
950,others,manual,69,berlingo,150000,diesel,citroen,no,22.67
2700,limousine,automatic,101,golf,150000,petrol,volkswagen,no,21.17
4950,bus,automatic,150,vito,150000,diesel,mercedes_benz,no,16.58
4900,small car,manual,150,2_reihe,80000,petrol,peugeot,no,12.58
5400,bus,manual,150,touran,150000,petrol,volkswagen,no,15.5
2800,limousine,manual,170,3er,150000,petrol,bmw,no,21.58
1999,limousine,manual,116,andere,125000,petrol,ford,no,29
2950,small car,manual,64,polo,150000,petrol,volkswagen,yes,14.5
1250,limousine,manual,60,andere,125000,petrol,citroen,no,20.42
1550,,manual,75,golf,150000,petrol,volkswagen,no,3
